15781588029	18840172592	20180828211210	2111
15781588029	18840172592	20180317063747	0948
15781588029	18840172592	20180305191156	0431
15781588029	18840172592	20180309195423	2683
15781588029	18840172592	20180511041819	2967
15781588029	18840172592	20181019130149	1824
15781588029	18840172592	20180830201456	2372
15781588029	18840172592	20180614195203	0086
15781588029	18840172592	20180925011152	1535
15781588029	18840172592	20180704023509	2574
15781588029	18840172592	20181101192856	1526
15781588029	18840172592	20180405021329	2277
15781588029	18840172592	20180220215151	1749
15781588029	18840172592	20181221182847	2707
15781588029	18840172592	20180514124420	1027
15781588029	18840172592	20180603071145	0583
15781588029	18840172592	20181111224725	1069
15781588029	18840172592	20180626142306	2561
15781588029	18840172592	20180127022247	0747
15781588029	18840172592	20180612174911	2285
15781588029	18840172592	20180715072230	0506
15781588029	18840172592	20180912180845	1661
15781588029	18840172592	20180616230958	2906
15781588029	18840172592	20181007213708	1041
15781588029	18840172592	20181019150352	1023
15781588029	18840172592	20180829203024	0759
15781588029	18840172592	20181007134833	2387
15781588029	18840172592	20180413051506	0273
15781588029	18840172592	20180716180529	1145
15781588029	18840172592	20181124145551	0484
15781588029	18840172592	20180323071539	2145
15781588029	18840172592	20180822032843	0980
15781588029	18840172592	20180423090019	2389
15781588029	18840172592	20180719103242	0048
15781588029	18840172592	20180922075920	0358
15781588029	18840172592	20181003093747	1347
15781588029	18840172592	20180819141420	0833
15781588029	18840172592	20180813135924	1851
15781588029	18840172592	20180114192435	1525
15781588029	18840172592	20180713062244	1581
15781588029	18840172592	20180922164512	2156
15781588029	18840172592	20180914152702	0515
15781588029	18840172592	20180912192018	2071
15781588029	18840172592	20181204090006	2335
15781588029	18840172592	20181008222158	1924
15781588029	18840172592	20180913152219	1590
15781588029	18840172592	20180304154418	1934
15781588029	18840172592	20180201042416	1718
15781588029	18840172592	20180427154004	0766
15781588029	18840172592	20180409192233	1237
15781588029	18840172592	20180716171408	1907
15781588029	18840172592	20180528180502	0006
15781588029	18840172592	20180803022911	2301
15781588029	18840172592	20180313213708	2082
15781588029	18840172592	20181122224731	2535
15781588029	18840172592	20180124234736	2897
15781588029	18840172592	20180428223959	0099
15781588029	18840172592	20181231032010	2747
15781588029	18840172592	20181122123637	1578
15781588029	18840172592	20181103190316	2892
15781588029	18840172592	20181011192858	1558
15781588029	18840172592	20180728133253	2209
15781588029	18840172592	20180602074647	1900
15781588029	18840172592	20180825194648	1826
15781588029	18840172592	20180922101842	0233
15781588029	18840172592	20180105165446	0530
15781588029	18840172592	20180203072008	2257
15781588029	18840172592	20180829190737	1704
15781588029	18840172592	20181121051431	1167
15781588029	18840172592	20180226212546	2333
15781588029	18840172592	20180624162126	1252
15781588029	18840172592	20180712051948	1460
15781588029	18840172592	20180304220632	0464
15781588029	18840172592	20181106121245	0431
15781588029	18840172592	20180303072318	2422
15781588029	18840172592	20180906123725	0196
15781588029	18840172592	20181225115912	1975
15781588029	18840172592	20180609164647	2438
15781588029	18840172592	20180724215429	1766
15781588029	18840172592	20180624082852	0187
15781588029	18840172592	20180803102925	0424
15781588029	18840172592	20180618201805	0664
15781588029	18840172592	20180216144456	1170
15781588029	18840172592	20180522151602	0569
15781588029	18840172592	20181128151634	1176
15781588029	18840172592	20180127035938	2974
15781588029	18840172592	20180129161804	1811
15781588029	18840172592	20180512170055	0600
15781588029	18840172592	20180501065702	1205
15781588029	18840172592	20180412082011	2170
15781588029	18840172592	20181129150023	2527
15781588029	18840172592	20181210082437	0883
15781588029	18840172592	20180222110831	2565
15781588029	18840172592	20181001010146	2072
15781588029	18840172592	20180111140516	2820
15781588029	18840172592	20180921031026	1067
15781588029	18840172592	20180107154759	1483
15781588029	18840172592	20180621093629	1725
15781588029	18840172592	20180912073815	1627
